4|1.631459|UDP(UDP)|50821 \xe2\x86\x92 443 Len=804|192.168.1.244:50821|172.217.14.174:443|846|54a8dc49973219e5ca84f763276422f6716d5fe4b3014963dc2628b9e1b3f3ca559a1e0170ef4373f37d345d3f3853d7bdb4eac6b8c0f75da69b53204894175364d48406d68780e313a854e95577340ef2c70a32617892d7d10f80121db292a7f80e7a469f8a238f488616e2da0429e68433efc3b88df89893cda36012a04bb71325ad0c3fc8678c9b09f636405b708025c1d337677e536ee28e75582eaec399c63939b83bb2adc814d3f490ddc21d9033ff0713bf2375ffe514c28c3be8f7a545564db9b161cfe8cd412202b4b45dc61e88cbb26ad0c45a2a41d1776150564bd781caf7a2eb75e4e15f884b50fb39d608b27adba6d8b1799bb5e3466492795fcf737dfc54b10662f7fce0e0ab1387abd8988398dc5c08ad5bf27196dbc9ebb63135bb0caa213f075adb26cb6dfe1acbdbd1f0cced56f284ea91625034bea8acb528dcad13835404dca4b485139d677716418ca9816be9083e80985f0d804d3c5003e7675965f1310f9368d2d5ec144f3fa32735cc5601219232d0cd47c76b6460fba76c82d3d8213fa75bcafd36f8faaa024c22bdcd506db354b95c2d7c5324d9c4c8a7a010242282d8801a4e25a82b31a8970622d5f3ddc4d80783ba38b72de89b2e9e988a976baad41035a3bac8c1feb623f289077bd6800680ac93d5563ba2354c4a0150ce26724fe1dd9d8729acd7bf2789b93bc6625a0c2aaeba6662a43a8babdb3b49604016865132380ffed0c7b04e32be020ae8437daa82e645a9cade686ec522121e5210f1c9950646b65a490d4b540ad24374c1a1bbb7ff9a726e0e316df501f669f4d578528f93f59f2e5916faa96dc1a6d4b8a8734a14884b6e5df0380fe2f0359b72a93b59e21fc0cb926d2ecd90175eb635433ebac236ed9cfaf60124f453900b40d6a370df38dddc69a82876019d1d2abb8fb93f80c9d38ff53879f1b1771676f8bf2a9e26736b646f3b48544647e27a4687897d329d8eb1438d60fe35dfc95a327e94022fdd6abfbc5ffed294a14f9463ebef987208a698b551c637767d572e872c112c0aec73492d59453f063d8ce9e7c98434b8b3cb7a20cc46c0a9cad7c397a7e8a0c582b4f8a694ca3a156f736476d3c034027f722c05b3b0a4
5|1.659628|UDP(UDP)|443 \xe2\x86\x92 50821 Len=74|172.217.14.174:443|192.168.1.244:50821|116|5c2a2c569eceeec90d54093416d9f4ee575254ab466f32ff16475215a1648d5cf798cf5ea1b12773cd1bd9a1cc0467ae288fbaadaa1039d56c47757d3b64da02669aef124ec0db62b7a2
6|1.659628|UDP(UDP)|443 \xe2\x86\x92 50821 Len=27|172.217.14.174:443|192.168.1.244:50821|69|5cf3455d8ae50afb484a526b4ab531b169d60505c1b83ceab28157
7|1.660204|UDP(UDP)|50821 \xe2\x86\x92 443 Len=33|192.168.1.244:50821|172.217.14.174:443|75|44a8dc49973219e5ca6e6acc7b42859871ad7edc3bf08de3d4a3219474063d74b8
15|6.059849|UDP(UDP)|52325 \xe2\x86\x92 443 Len=33|192.168.1.244:52325|216.58.193.131:443|75|41f2888b248f6f9ff394407e422fda61beed9a2555cd2e2453768c24755700e7a4
16|6.094815|UDP(UDP)|443 \xe2\x86\x92 52325 Len=25|216.58.193.131:443|192.168.1.244:52325|67|477b2a0e1f9a1c938d76700603bc49c960fb33c703d45afbad
17|6.267083|UDP(UDP)|56880 \xe2\x86\x92 443 Len=33|192.168.1.244:56880|172.217.1.238:443|75|53437e1ee82f9a942de4935797da54ce670a360411d62df8f0b8134e9226d2c261
18|6.37455|UDP(UDP)|443 \xe2\x86\x92 56880 Len=25|172.217.1.238:443|192.168.1.244:56880|67|41df1bc9ed1e325f0cf3440fd19b10219f2e369dac82c362b3
20|7.544796|SSDP(UDP)|NOTIFY * HTTP/1.1 |192.168.1.82:46433|255.255.255.255:1900|526|4e4f54494659202a20485454502f312e310d0a484f53543a203233392e3235352e3235352e3235303a313930300d0a43414348452d434f4e54524f4c3a206d61782d616765203d20313830300d0a4c4f434154494f4e3a20687474703a2f2f3139322e3136382e312e38323a313430302f786d6c2f6465766963655f6465736372697074696f6e2e786d6c0d0a4e543a20757569643a52494e434f4e5f39343946334544363532393030313430300d0a4e54533a20737364703a616c6976650d0a5345525645523a204c696e75782055506e502f312e3020536f6e6f732f35362e302d373630363020285a50533134290d0a55534e3a20757569643a52494e434f4e5f39343946334544363532393030313430300d0a582d52494e434f4e2d484f555345484f4c443a20536f6e6f735f375a314a3232566447787169624a65797558487567704a356d6e0d0a582d52494e434f4e2d424f4f545345513a2034310d0a582d52494e434f4e2d574946494d4f44453a20310d0a582d52494e434f4e2d56415249414e543a20320d0a484f555345484f4c442e534d415254535045414b45522e415544494f3a20536f6e6f735f375a314a3232566447787169624a65797558487567704a356d6e2e7764362d585f4368324b4f484b3330456c4876420d0a0d0a
21|7.657021|UDP(UDP)|50821 \xe2\x86\x92 443 Len=1164|192.168.1.244:50821|172.217.14.174:443|1206|4ea8dc49973219e5ca707976a5353c431dc2c5892600a81b1a4501ab866b61e72322e8a9c05bd78e690061fb2d76b68678bba3a437af66ad3f496bd4ea5e2ec881bf1228be536b0824eb7f7fd775608a3653e105ea5bdd8ece604c1f929e05b503091d39db0ed57831f7b1a01e9e1737cfac4d809d04546d2376ff12123b85c037dad73610e4cce577f1bf5cac8539248e3e8a6327a9614c3590d084bf9430ddca16a999cfba2ffb40239430b87effe8001c14de50e60c002829caea57dc472bc244f47c41a914352b2503c3fea95fc7e93de0c408c4972b965277398012f633f7ecf059ee44418395f3ca0b0e2d56f748c7d8424c3ff21b5d8eac1dcb3466040ebe247bfa79c841d9dbd3232d38df8892647518a0ecdead8fc18d98d053489b50779310ab305beae485b6be0a6e0e235703588b7b27d0a23f5d25a88427c2a812ebfeff2513ca5d4da8db417f6d743d86bcfbc224bf6551169673b6f23a5c7b2a7a9e3ebdbefafcc72fe52283ff82b5618e6b48283377ad9207c661e85761a1a44f7b961212a279a8e2799c953b921d5c57b423a63d2c6bf3dfec1b8990a0b11a3a9d40ca7ed107ba831041e016c737923ff68048af4e1cd96f211319c3098cd2f5e24ddd943376086efd039bdb6d15c7ba0b24ed878df55eb80f7de0606a9ab0416e010ddbaf3cf5de9d1f3785e2ebac6adbe79b2eaa49a8ec85bca8320dbb359b6ce961536ff27e5c7f15f4fe42eece0b634b4aa41dfc8bd46816e90d125013a1b9533c9e6546ca19bf5ae371de5a5d80d1516d0567bd92f661a724acc7b80f83fe1455b0d2a93e8bacbf820e6af2511aa949c0c0c92372d09073730a06181f785745a5ded9d2f086da4a9201b4c94610895fd8dcfab286b1d5b69f89fc1d87c7c79080a7e9c1c54bbc77e6fb4dc81ffd5d99b6fba6466a9c1adf6f94589e9a02572e7a3e0945546f49caaee24eb08aa1587ffda57cc2542e7ef2cc044e087072c5c74d7322d2845dfe870120b6cf67d104a580ab1c0c7130b3545ca74c930f8e8b8bf61b61a99ade1e76136628c2ce708c791f8cb5e8a7541023e2b545dc91e24d4c5b4f0a4b0f33fd71dbb4ae5a1075386b72688cba8b24212cf8b8c5e6d08ec7dd5bfab66b474b0fa23d11e556276318839fa11035a5dd626a73e76808b2832ad0dc4651ae6f64dd6473590a541be95d2e2fc9f38d1052fd23eda9d542c785d95b4b928841ec5f5d65b96eecbee569325685fe0cfe6c1fb7500c47c6a32bd0917f37f9fc22cc9aa30a057f7b27309aa583d0c8370ad876a232b0bf9a02019a2625829817f8941e32f3cb0f4581d4f981aaa2cc93de65d0299ef9a862c6755c8574fca75155a6cc508491084a2e54fcc16cdb3b156d88387f845d98227e6e17dc5a312acd7aa90cbd1d28017e22454dfa42bcfb5ebf53299974afdd843437c73c059f109fa9cdad6661b53862d261f4b62f47e255bf1b4958a914fea47dd98bff2c7f40e2ab47686b043b738cf5a393b3c075b4a94b04b085fc1d7f9466481eac4ee0e96e31283a5a4f24105417316dbbdc4e5000f43adbbeaf4e456aab19e0aac3849439aaecedcbde95347381b9683854c8c76456763b13ce2aa01f6015cb6b4395326809e7d8d2f1
